5001,20110118,625082.90,249569.30,,,,33781.70,18706.80,1047,50.13
5101,20110118,381140.00,58727.30,,,,18897.50,3603.80,522,43.11
5102,20110118,346699.90,13821.80,,,,22564.10,897.40,793,29.59
6001,20110118,140129.00,4037.00,,,,10489.00,0.00,7,1498.43
6002,20110118,1312250.50,800.00,,,,73953.00,0.00,11,6723.00
9101,20110118,164946.70,7034.20,,,,7543.40,550.00,93,87.03
9301,20110118,512237.00,33495.30,,,,28859.50,23.80,187,154.46
9302,20110118,395821.50,9691.10,,,,17570.60,3131.90,191,108.39
9303,20110118,106110.90,6819.00,,,,7280.40,1318.00,96,89.57
9501,20110118,281564.80,634.80,,,,11456.10,26.90,136,84.43
9502,20110118,143401.50,13803.90,,,,5232.70,1015.90,39,160.22
