0003,20110112,518042.30,20629.30,,,,64755.90,2122.50,1072,62.39
0005,20110112,821265.20,0.00,,,,79526.00,0.00,1992,39.92
0009,20110112,675160.56,1963.90,,,,72611.20,249.10,1198,60.82
0010,20110112,635670.30,218554.60,,,,79670.20,22327.30,2127,47.95
0012,20110112,394978.20,30675.90,,,,33308.50,2990.60,941,38.58
0014,20110112,341499.40,29.90,,,,43345.00,0.00,821,52.80
0015,20110112,461951.46,59.80,,,,38410.70,0.00,721,53.27
0017,20110112,488005.30,126507.80,,,,66519.00,14721.10,1240,65.52
0018,20110112,1071380.70,379408.40,,,,124709.80,40794.30,3301,50.14
0021,20110112,581530.50,89.70,,,,56839.60,0.00,1235,46.02
0022,20110112,721209.00,78690.30,,,,85352.10,7717.70,1339,69.51
0024,20110112,1365765.60,472781.00,,,,171785.10,51140.60,3490,63.88
0026,20110112,285511.90,119.60,,,,22738.70,0.00,534,42.58
0029,20110112,438392.40,209.30,,,,44738.80,0.00,973,45.98
0030,20110112,533614.06,44145.60,,,,60657.00,4522.60,1059,61.55
0031,20110112,183406.60,0.00,,,,24847.00,0.00,425,58.46
0032,20110112,408668.00,45295.20,,,,45938.00,4723.10,941,53.84
0034,20110112,597100.76,31903.80,,,,72024.40,3775.40,1217,62.28
0036,20110112,257838.60,8604.20,,,,28252.80,684.70,561,51.58
0037,20110112,1070994.60,360614.50,,,,122492.70,34056.40,2848,54.97
0038,20110112,263920.86,0.00,,,,20479.70,0.00,402,50.94
0039,20110112,564087.50,15986.20,,,,58610.60,1386.60,1099,54.59
0040,20110112,908935.50,994.10,,,,133383.70,57.10,1711,77.99
0041,20110112,402085.30,36785.50,,,,57595.80,3962.00,902,68.25
0043,20110112,355158.20,9285.60,,,,34852.00,1006.00,753,47.62
0044,20110112,731776.10,52820.60,,,,87989.80,5514.80,1480,63.18
0045,20110112,494365.80,58919.30,,,,53325.20,6269.40,1464,40.71
0047,20110112,226846.70,29.90,,,,24452.60,0.00,492,49.70
0048,20110112,803821.30,59.80,,,,70742.20,0.00,1589,44.52
0049,20110112,539354.90,89.70,,,,69529.60,29.90,1052,66.12
0051,20110112,975498.80,119.60,,,,80906.40,0.00,1834,44.11
0053,20110112,283111.50,5263.20,,,,32533.60,759.90,678,49.11
0054,20110112,549874.60,23616.20,,,,63417.00,2244.60,1026,64.00
0058,20110112,301025.80,8974.40,,,,23631.20,868.60,469,52.24
0059,20110112,291623.00,15443.30,,,,32334.10,1953.00,625,54.86
0060,20110112,260323.10,0.00,,,,29274.90,0.00,595,49.20
0061,20110112,251055.20,0.00,,,,22446.70,0.00,515,43.59
0064,20110112,585140.30,130788.10,,,,67090.40,12320.00,1382,57.46
0065,20110112,763074.10,184235.00,,,,93009.90,20767.30,1942,58.59
0066,20110112,1500412.30,220823.20,,,,150801.40,17413.70,3115,54.00
0068,20110112,427651.40,70662.00,,,,52894.40,9014.70,905,68.41
0070,20110112,365695.30,38769.80,,,,31257.70,3430.00,791,43.85
0071,20110112,703161.50,491549.70,,,,91127.60,47936.80,2259,61.56
0073,20110112,362328.20,0.00,,,,31985.00,0.00,807,39.63
0074,20110112,462000.90,111914.60,,,,39950.50,10192.30,914,54.86
0075,20110112,660420.60,286577.20,,,,82071.70,28811.50,2051,54.06
0076,20110112,334298.80,40183.80,,,,40081.30,4428.80,851,52.30
0077,20110112,184056.30,0.00,,,,18222.40,0.00,600,30.37
0078,20110112,766777.70,106045.30,,,,87965.00,11330.40,1793,55.38
0079,20110112,554964.50,254276.10,,,,70505.80,25439.00,1538,62.38
0081,20110112,693382.40,356971.70,,,,70203.80,33082.40,1798,57.45
0085,20110112,375672.90,50394.60,,,,32851.90,5722.80,703,54.87
0086,20110112,390468.70,770.00,,,,26502.20,0.00,663,39.97
0087,20110112,422336.30,59.80,,,,35491.30,0.00,907,39.13
0088,20110112,553927.20,105760.00,,,,65804.50,9796.10,1538,49.16
